"episodeSeqNum","showCode","episodeNum","airDate","url","episodeTitle","episodeSummary","audioUrl","frameRateHz","numChannels","durationSecs","notes"
"3576","tpc",NULL,"2011-02-05","https://www.thepoliticalcesspool.org/2011/02/",NULL,"First Hour Our heroes discuss the cancellation of the American Renaissance conference and the lack of freedoms that paleoconservatives are allowed to enjoy. Second Hour Guest: Sheriff Dennis Spruell (R – Montezuma County, Colorado), talks about the closing of public roads in his county and why he has been led to use the power of his office to preserve and protect the Constitution. Also joining us this hour to add depth to this topic was columnist Michael Gaddy. Third Hour Guest: Robert Whitaker – Bob has been a college professor, international aviation negotiator, Capital Hill senior staffer, Reagan Administration appointee, and writer for the Voice of America. He has written numerous articles and two books and rejoins us tonight to catch up on old times.",NULL,NULL,NULL,NULL,NULL
"3577","tpc",NULL,"2011-02-12","https://www.thepoliticalcesspool.org/2011/02/",NULL,"FIRST HOUR James Edwards and Keith Alexander enjoy the ""frat party"" atmosphere that can be found in WLRM Studios this evening. SECOND AND THIRD HOURS The TPC hosts skip a week of formal guest interviews in order to catch up on some stories that have been piling up on the news desk. They also take calls from listeners across the country!",NULL,NULL,NULL,NULL,NULL
"3578","tpc",NULL,"2011-02-19","https://www.thepoliticalcesspool.org/2011/02/",NULL,"Political Cesspool co-host Bill Rolen fills in (more than capably) for James Edwards this evening as the latter enjoyed a short vacation.Our featured guest for tonight was the popular commentator Bro. Nathanael Kaper.",NULL,NULL,NULL,NULL,NULL
"3579","tpc",NULL,"2011-02-26","https://www.thepoliticalcesspool.org/2011/02/",NULL,"FIRST HOUR Political Cesspool host James Edwards is back in the studio this week after missing last Saturday's broadcast while on vacation. He and co-host Keith Alexander cover the following stories: 1) Recent riot at Alabama State University, 2) What a controversial school consolidation measure in Memphis means for our listeners around the country, 3) American hero Nathan Bedford Forrest is in the news again. SECOND HOUR Co-host Bill Rolen joins us during the second hour as he and James provide extensive analysis on the arrest of a 78 year old newspaper publisher at a recent Sons of Confederate Veterans event in Montgomery, Alabama. THIRD HOUR We continue to take advantage of the TPC all-star stable of talent when co-host Eddie ""The Bombardier"" Miller arrives at the studio to help wrap up tonight's program as he and James offer commentary on a variety of new stories that have been posted to our website in recent days.",NULL,NULL,NULL,NULL,NULL
"3580","tpc",NULL,"2011-03-05","https://www.thepoliticalcesspool.org/2011/03/",NULL,"FIRST HOUR Your hosts discuss CNN's groundbreaking article, ""Are whites racially oppressed,"" which featured The Political Cesspool's own James Edwards. SECOND HOUR GUEST: Paul Kersey – Mr. Kersey is the author of a certain book that is climbing its way up the Amazon sales chart. Listen to this hour to find out what it is! THIRD HOUR James and co-host Winston Smith talk about the left's hysterical reaction to CNN's blockbuster piece about anti-white racism.",NULL,NULL,NULL,NULL,NULL
"3581","tpc",NULL,"2011-03-12","https://www.thepoliticalcesspool.org/2011/03/",NULL,"First Hour TPC hosts James Edwards and Keith Alexander examine the links between modern day unions and the civil rights movement. The dynamic duo also examine the fallacies of no fault divorce. Second Hour Guest: Richard Spencer – is a former assistant editor at The American Conservative and executive editor at Taki's Magazine. He is also the founder and co-editor of Alternative Right and Executive Director of the National Policy Institute. He is with us tonight to discuss NPItv. (Check out James's recent interview on NPItv.com) Third Hour James catches up on several incredible news stories that prove beyond a shadow of doubt that CNN was right to ask the question, ""Are Whites Oppressed?""",NULL,NULL,NULL,NULL,NULL
"3582","tpc",NULL,"2011-03-19","https://www.thepoliticalcesspool.org/2011/03/",NULL,"FIRST HOUR Hosts James Edwards and Keith Alexander discuss James's recent article, ""The House I Live In,"" Japan, nuclear power, and much more. SECOND HOUR Guest: Dr. Henry Makow – Dr. Makow runs the popular website Save the Males and actually invented the classic board game, Scruples. You're not going to want to miss his take on some of the controversial issues of the day!Also, James and TPC co-host Bill Rolen address the allegations of ABC's ""The Bachelor"" being a racist television show. THIRD HOUR Guest: Nicholas Stix – Mr. Stix a journalist who has written on race hoaxes, including the Duke Rape Hoax and last spring's rash of hate hoaxes on college campuses. He has also written on racial atrocities such as the scores of murders carried out by the Nation of Islam, the Knoxville Horror, the Kirkwood Massacre and the Pearcy Massacre, none of which, according to the national media, ever happened, and whose victims never existed. His work appears at VDARE, AmRen, and his blog, Nicholas Stix Uncensored.He and James spend the entire third hour discussing the fallout from the media manufactured attacks against UCLA student (and model) Alexandra Wallace. This is one hour you DON'T want to miss!",NULL,NULL,NULL,NULL,NULL
"3583","tpc",NULL,"2011-03-26","https://www.thepoliticalcesspool.org/2011/03/",NULL,"FIRST HOUR TPC host James Edwards broadcast tonight's show from Dallas, Texas. TPC co-host Keith Alexander joins him this first hour as they present to their audience a few movie recommendations – both good and bad! SECOND HOUR Guest: Nathanael Stickland – TPC co-host Winston Smith joins James this hour as he interviews Nathanael Strickland. Mr. Strickland runs a website called Faith and Heritage, which specializes in issues of interest to Christian European Americans. He currently has over half a dozen authors writing on topics from politics to history, culture to theology, and child raising to movie reviews. You don't want to miss what you'll hear from this rising star. THIRD HOUR James finishes up the show by taking some calls, talking about the recent incident involving a member of the Dallas Cowboys who refused to pull up his pants, and recapping the recent headlines made by TPC!",NULL,NULL,NULL,NULL,NULL
"3584","tpc",NULL,"2011-04-02","https://www.thepoliticalcesspool.org/2011/04/",NULL,"FIRST HOUR Hosts James Edwards and Keith Alexander welcome the listening audience to Confederate History Month 2011 before discussing Third world corruption right here in America. SECOND HOUR James addresses a wide variety of hot news stories, such as: Dallas Cowboys receiver Dez Bryant is in trouble again, 71 year old Wal-Mart greeter is brutally attacked, man in North Carolina is nearly killed by mob, riot breaks out at Burger King in Panama City Beach, Detroit loses 25% of its population while houses sell for $100, and much more!!! THIRD HOUR Guest: Sam Dickson, Esq. – Sam reminds our audience why The Political Cesspool towers above other conservative talk shows when he delivers an absolutely enthralling appearance during which he discusses his booklet, Shattering the Icon of Abraham Lincoln. We also discuss the importance of Confederate History Month.(Definitely one of my favorite interviews of the year…so far!)",NULL,NULL,NULL,NULL,NULL
"3585","tpc",NULL,"2011-04-09","https://www.thepoliticalcesspool.org/2011/04/",NULL,"FIRST HOUR Hosts James Edwards and Keith Alexander hit the ground running! Topics addressed include: Mississippi voters show that traditional values still reign despite 50 years and billions of dollars invested in Cultural Marxism, Black Legislative Caucus in Georgia seeks to outlaw ""white flight"" communities, An update on Rodney King, Jena 6, and the Duke Lacrosse Stripper, Pat Buchanan says, ""Hatred of the South is Hatred of America."" SECOND HOUR TPC co-host Keith Alexander stays for the second hour of tonight's show and takes his expert analysis to a whole other level! THIRD HOUR TPC co-host Bill Rolen delivers the most inspirational and passionate defense of the Confederacy ever heard on our program as our salute to Confederate History Month 2011 continues.",NULL,NULL,NULL,NULL,NULL
"3586","tpc",NULL,"2011-04-16","https://www.thepoliticalcesspool.org/2011/04/",NULL,"FIRST HOUR Our hosts lament the Welfare State before picking up on our continuing tribute to Confederate History Month 2011. SECOND HOUR Hosts James Edwards and Winston Smith analyze the media manufactured national news story surrounding Kobe Bryant's utterance of a politically incorrect word during a recent basketball game and compare it to the kind of publicity he received when he was under investigation for raping a young woman in Colorado. THIRD HOUR We talk about how Hollywood actress Ashley Judd offended the false gods of Cultural Marxism, take a couple of calls, and wrap up the show with more stories from the Old South!",NULL,NULL,NULL,NULL,NULL
"3587","tpc",NULL,"2011-04-23","https://www.thepoliticalcesspool.org/2011/04/",NULL,"FIRST HOUR We present to you the most logical argument for the real cause of the War Between the States that you'll ever hear on mainstream radio! SECOND HOUR Guest: Andy Nowicki – Author Andy Nowicki is on with us to promote his latest book. TPC co-host Winston Smith conducts an an-depth interview. THIRD HOUR James Edwards catches you up on many of the articles featured on the TPC website this week. He touches on over a dozen stories this hour, so there's sure to be something for everyone!",NULL,NULL,NULL,NULL,NULL
"3588","tpc",NULL,"2011-04-30","https://www.thepoliticalcesspool.org/2011/04/",NULL,"FIRST HOUR James Edwards and Keith Alexander begin to wrap up our celebration of Confederate History Month 2011. SECOND HOUR Guest: Pastor John Weaver – Pastor Weaver joins us to put the exclamation point on our tribute to the South! THIRD HOUR Guest: Rev. Ted Pike – Rev. Pike sits in with us for an extensive interview.",NULL,NULL,NULL,NULL,NULL
"3589","tpc",NULL,"2011-05-07","https://www.thepoliticalcesspool.org/2011/05/",NULL,"FIRST HOUR: Hosts James Edwards and Keith Alexander discuss Jubilee Schools and how governmental budget cutting is running afoul with Political Correctness. SECOND HOUR: Guest: Richard Spencer – Our featured guest this evening joins us to help make sense of the Osama bin Laden hysteria. We'll also be hearing Richard's take on the Royal Wedding! Richard Spencer is a former assistant editor at The American Conservative and executive editor at Taki's Magazine (takimag.com). He is also the founder and co-editor of AlternativeRight.com. THIRD HOUR James takes on a variety of news stories, including: People in California manufacture a problem to ""fix,"" Conservatives are still swooning over Harry Alford, Delta Airlines catches hell for booting two Muslims off a plane, Tennessee advances the ""Don't Say Gay"" bill, and more!!",NULL,NULL,NULL,NULL,NULL
"3590","tpc",NULL,"2011-05-14","https://www.thepoliticalcesspool.org/2011/05/",NULL,"FIRST HOUR. TPC hosts James Edwards and Keith Alexander gripe about paying bills and health insurance in general, discuss the NFL and NBA lockouts, and wrap up the first hour with a preview of next week's coverage of the anniversary of the Brown vs. Board of Education Supreme Court decision. SECOND HOUR. James talks about President Obama's forthcoming trip to Memphis, the flooding in town, and provides you with an in-depth scoop on the latest race hoax. THIRD HOUR. Guest: Jared Taylor – Jared Taylor, editor of American Renaissance magazine, is our featured guest this evening as he promotes his newest book. Order your copy today!",NULL,NULL,NULL,NULL,NULL
"3591","tpc",NULL,"2011-05-21","https://www.thepoliticalcesspool.org/2011/05/",NULL,"FIRST HOUR: Hosts James Edwards and Keith Alexander talk about Barack Obama's recent visit to Memphis and offer their opinions on the Brown vs. Board of Education decision. SECOND HOUR: James tackles several interesting stories, including: Hate Crimes charges issued in Maryland McDonald's beating, woman kicked off train for talking too loud, does poverty cause crime?, baggy pants help police catch rape suspect, shoplifter steals police car, Glenn Beck, Rachel Maddow, and Herman Cain. Plus, TPC is mentioned in a #1 New York Times best-selling book! Whew! Now that's a jam-packed hour of radio!! THIRD HOUR. Guest: Rev. Ted Pike – Rev. Pike, Director of the National Prayer Network, is with us once again for a very important interview that everyone needs to hear.",NULL,NULL,NULL,NULL,NULL
"3592","tpc",NULL,"2011-05-28","https://www.thepoliticalcesspool.org/2011/05/",NULL,"FIRST HOUR: TPC hosts James Edwards and Keith Alexander kick off a special Memorial Day weekend edition of our radio show! SECOND HOUR: TPC co-host Bill Rolen is in studio to report on a story originating right here in Memphis that involves a local hospital confiscating a tiny, table-top Confederate flag from a 92 year old Korean War veteran. THIRD HOUR: James reports on what he learned from watching the History Channel and a couple other interesting stories.Guest: Gordon Baum, Esq. – Gordon is the CEO of the Council of Conservative Citizens and joins us this evening to promote the CofCC's 2011 National Conference, June 10-11, in Winston-Salem, NC.",NULL,NULL,NULL,NULL,NULL
"3593","tpc",NULL,"2011-06-04","https://www.thepoliticalcesspool.org/2011/06/",NULL,"FIRST HOUR: TPC hosts James Edwards and Keith Alexander discuss an a trolley crash in Memphis, a recent sermon Keith heard in church, and wrap up their thoughts on this year's anniversary of the 1954 Brown vs. Board of Education decision. SECOND HOUR: James and co-host Eddie ""The Bombardier"" Miller hit the following news items: Adult babies, genderless children, Confederate flag bikinis, and an old foe is said to beconsidering a run for Governor. THIRD HOUR: Our heroes talk about a disgusting story out of El Paso, the TSA, and much more!",NULL,NULL,NULL,NULL,NULL
"3594","tpc",NULL,"2011-06-11","https://www.thepoliticalcesspool.org/2011/06/",NULL,"FIRST HOUR: TPC hosts James Edwards and Keith Alexander discuss how political correctness is now afflicting many of our churches. SECOND HOUR: James and co-host Eddie ""The Bombardier"" Miller talk about Michele Bachmann and an incredible story that reports that 48 women are raped every hour in the Congo. THIRD HOUR: Stores commented on include: Federal Judge bans prayer at Texas graduation, and an update on the story from El Paso, Texas, about illegal aliens using the streets as toilets.",NULL,NULL,NULL,NULL,NULL
"3595","tpc",NULL,"2011-06-18","https://www.thepoliticalcesspool.org/2011/06/",NULL,"FIRST HOUR: After an overwhelming response to last week's broadcasts, TPC hosts James Edwards and Keith Alexander revisit the issue of the manifestation of liberalism in today's modern churches. SECOND HOUR: Co-host Eddie ""The Bombardier"" Miller joins James in studio to wrap up our two-week series on faith and politics. THIRD HOUR: Topics addressed include: Convicted murderer released from prison after judge deems prosecuting attorney to be ""racist,"" Winnie the Pooh is ""sexist,"" crime spree in NBA after championship series, Anthony Weiner gets roasted, and more!",NULL,NULL,NULL,NULL,NULL
"3596","tpc",NULL,"2011-06-25","https://www.thepoliticalcesspool.org/2011/06/",NULL,"FIRST HOUR: Hosts James Edwards and Keith Alexander talk about fantasy vs. reality, plus a Memphis family robs a Burger King together. SECOND HOUR: James just celebrated his 31st birthday and has a message from the heart for TPC fans before he and co-host Eddie ""The Bombardier"" Miller share some personal stories that willhit close to home with most of our listening audience. THIRD HOUR: James and Eddie revisit our recent theme of liberalism in contemporary churches. Plus, TPC is in the news again for complimenting a football player and radical environmentalists are weird.",NULL,NULL,NULL,NULL,NULL
"3597","tpc",NULL,"2011-07-02","https://www.thepoliticalcesspool.org/2011/07/",NULL,"FIRST HOUR. Political Cesspool hosts James Edwards and Keith Alexander discuss some pretty outrageous news stories, such as National Parks and homework being ""racist,"" and more! SECOND HOUR. Guest: Hutton Gibson – Hutton Gibson is an author, World War II Veteran, Jeopardy Champion and father of Academy Award winning director Mel Gibson. After spending three years in the seminary, Hutton has dedicated his life to Defending the Faith of Our Fathers. Mr. Gibson's last appearance on our show was covered by over 150 newspapers around the world as well as numerous television programs such as Jimmy Kimmel Live and Entertainment Tonight. THIRD HOUR. Guest: Rev. Ted Pike – Rev. Pike is the Director of the National Prayer Network, and will be on to answer some tough, in-your-face questions.",NULL,NULL,NULL,NULL,NULL
"3598","tpc",NULL,"2011-07-09","https://www.thepoliticalcesspool.org/2011/07/",NULL,"FIRST HOUR. TPC Hosts James Edwards and Keith Alexander make mention of the new decorations here at our studio, before getting into matters pertaining to feminism, affirmative action andmuch more! SECOND HOUR. Guest: Richard Spencer – A former assistant editor at The American Conservative and executive editor at Taki's Magazine, Richard B. Spencer is the founder and co-editor of AlternativeRight.com. Tonight, Richard joins us to promote the NPI Conference, being held September 9-11 in Washington, D.C. For more info: www.npiconferences.com. THIRD HOUR. James and co-host Eddie ""The Bombardier"" Miller tackle a variety of news stories that have been featured on the show's website this week.",NULL,NULL,NULL,NULL,NULL
"3599","tpc",NULL,"2011-07-16","https://www.thepoliticalcesspool.org/2011/07/",NULL,"FIRST HOUR Hosts James Edwards and Keith Alexander set the tone for tonight's opening hour by discussing a court ruling that overturned a pervious ban on affirmative action practices in Michigan, and an interesting story about lending bias. SECOND HOUR GUEST: Ilana Mercer – Ilana Mercer is a widely published classical liberal (libertarian) writer, based in the United States. She pens WorldNetDaily's popular ""Return to Reason"" column and is the author of the groundbreaking new book, Into the Cannibal's Pot: Lessons For America From Post-Apartheid South Africa. THIRD HOUR James gives you the scoop on over a half dozen stories that will inform and amaze you!",NULL,NULL,NULL,NULL,NULL
"3600","tpc",NULL,"2011-07-23","https://www.thepoliticalcesspool.org/2011/07/",NULL,"TPC hosts James Edwards and Keith Alexander discuss issues pertaining to radical environmentalism and dysfunctional school systems. TPC hosts James Edwards and Keith Alexander discuss issues pertaining to radical environmentalism and dysfunctional school systems. TPC hosts James Edwards and Keith Alexander discuss issues pertaining to radical environmentalism and dysfunctional school systems.",NULL,NULL,NULL,NULL,NULL
"3601","tpc",NULL,"2011-07-30","https://www.thepoliticalcesspool.org/2011/07/",NULL,"Hosts James Edwards and Keith Alexander talk about the national debt debate, the claim that Rosa Parks survived an attempted rape by her White neighbor, and the release of a new movie called, ""The Help.""",NULL,NULL,NULL,NULL,NULL
"3602","tpc",NULL,"2011-08-06","https://www.thepoliticalcesspool.org/2011/08/",NULL,"Hosts James Edwards and Keith Alexander discuss the phenomenon of ""White guilt,"" how Farmer's Markets are ""racist,"" and review Lynne Cheney's book for kids.",NULL,NULL,NULL,NULL,NULL
"3603","tpc",NULL,"2011-08-13","https://www.thepoliticalcesspool.org/2011/08/",NULL,"Topics discussed include: Riots in London, fracas at Memphis Farmer's Market, school principal murdered at Memphis school.",NULL,NULL,NULL,NULL,NULL
"3604","tpc",NULL,"2011-08-20","https://www.thepoliticalcesspool.org/2011/08/",NULL,"Class in in session during tonight's broadcast of The Political Cesspool Radio Program! Our hosts discuss public school systems, propaganda in education, and a special gala being held at the University of Tennessee that may disturb you.",NULL,NULL,NULL,NULL,NULL
"3605","tpc",NULL,"2011-08-27","https://www.thepoliticalcesspool.org/2011/08/",NULL,"James Edwards and Company talk about the new $120 million monument going up on Washingtons National Mall this week and review a new movie called The Help.",NULL,NULL,NULL,NULL,NULL
"3606","tpc",NULL,"2011-09-03","https://www.thepoliticalcesspool.org/2011/09/",NULL,"In what is sure to be a special treat for our audience, TPC co-host Bill Rolen will be hosting the program this evening while James Edwards is on the road speaking at an engagement sponsored by a prominent Republican organization. Join us during this first hour as Bill and Keith Alexander amaze, educate, and entertain you!",NULL,NULL,NULL,NULL,NULL
"3607","tpc",NULL,"2011-09-10","https://www.thepoliticalcesspool.org/2011/09/",NULL,"James Edwards reports live from the National Policy Institute Conference in Washington, D.C.! He tells the story of what he's experienced, and recaps his lecture at the National Press Club before bringing on co-host Keith Alexander who is holding down the fort at our Memphis studio!",NULL,NULL,NULL,NULL,NULL
"3608","tpc",NULL,"2011-09-17","https://www.thepoliticalcesspool.org/2011/09/",NULL,"FIRST HOUR. Host James Edwards wrapped up a 17-day, multi-city speaking tour tonight in Knoxville, Tennessee! He shares with the listening audience this hour a condensed version of the speech he gave at each of his stops. SECOND HOUR James recaps today's events and interviews speakers who shared the stage with him at the Practical Politics and Leadership Seminar. THIRD HOUR. James continues to recap his recent travels and is joined on the air by fellow speakers from today's seminar.",NULL,NULL,NULL,NULL,NULL
"3609","tpc",NULL,"2011-09-24","https://www.thepoliticalcesspool.org/2011/09/",NULL,"FIRST HOUR. Finally back home and in the radio studio after a three week speaking tour, James Edwards and friends catch up on a variety of news stories that have been piling up! Items discussed this hour include: Author of ""The Help"" is sued, plus an update on some of the latest corruption in Memphis. SECOND HOUR. Items discussed this hour include: Interesting research project at Harvard, Lady Gaga wants to meet with Obama to discuss ""hate crimes"" legislation, and ""Don't Ask Don't Tell"" gets repealed. THIRD HOUR We take a couple of calls, discuss Bass Pro Shops being sued by the EOC, and talk about the winner of the Florida Straw Poll.",NULL,NULL,NULL,NULL,NULL
"3610","tpc",NULL,"2011-10-01","https://www.thepoliticalcesspool.org/2011/10/",NULL,"FIRST HOUR. James Edwards flies solo this evening while co-host Keith Alexander attends to family business. James talks about Ron Paul and takes calls. SECOND HOUR. Guest: Sam Bushman – Sam is the host of Liberty Roundtable and is on to discuss his excellent program. James continues to take calls and reflects, once again, on the success of last month's NPI Conference before informing you about a lawsuit against Bass Pro Shop and the subculture of ""American Juggalos."" THIRD HOUR. Topics discussed this hour include: ABC's new television series ""Pan Am,"" Morgan Freeman says the Tea Party is ""racist,"" toilet paper is ""racist,"" a Black Panther threatens a student for passing out free copies of the Constitution, and more!",NULL,NULL,NULL,NULL,NULL
"3611","tpc",NULL,"2011-10-08","https://www.thepoliticalcesspool.org/2011/10/",NULL,"FIRST HOUR TPC Hosts James Edwards and Keith Alexander share with the audience some personal stories of their Saturday afternoon before getting down to business and handicapping the GOP Presidential Primary field. SECOND HOUR Topics addressed this hour include: Ron Paul on Spanish tv, Media replaces Rick Perry with Herman Cain, The View discusses the ""N-word,"" and a TPC listeners calls in with a disturbing story. THIRD HOUR Topics addressed include: Quote John 3:16 and get an oil change, Illegal aliens vanish from Alabama schools, NYC welcomes first ""transgender"" firefighter, formre Reagan appointee appeals to Russian president to take stand against white genocide, and more!",NULL,NULL,NULL,NULL,NULL
"3612","tpc",NULL,"2011-10-15","https://www.thepoliticalcesspool.org/2011/10/",NULL,"FIRST HOUR. James Edwards and co-host Keith Alexander cover so much ground that it'd be impossible to describe. You'll just have to listen for yourself! SECOND HOUR. Topics addressed include: Petition to Russian President initiated by former Reagan appointee Bob Whitaker, the reach of our show, and the importance of Columbus Day. THIRD HOUR. Topics addressed include: Obama appoints Shakira to Education Adivsory Board, Ron Paul in the debates, the NBA Lockout, Occupy Wall Street … and more! * NOTE * Be sure to refresh the webpage if the current week's show does not appear for you.",NULL,NULL,NULL,NULL,NULL
"3613","tpc",NULL,"2011-10-22","https://www.thepoliticalcesspool.org/2011/10/",NULL,"FIRST HOUR. Guest: Patrick J. Buchanan – Pat Buchanan rejoins us live tonight to discuss his new book, Suicide of a Superpower: Will America Survive to 2025? Order your copy today! TPC host James Edwards takes calls and tackles a variety of other topics. More exquisite commentary from James and the gang!",NULL,NULL,NULL,NULL,NULL
"3614","tpc",NULL,"2011-10-29","https://www.thepoliticalcesspool.org/2011/10/",NULL,"FIRST HOUR. Guest: Illana Mercer – The author and World Net Daily columinst is back on to promote her gripping book; Into the Cannibal's Pot. SECOND HOUR. James Edwards and co-host Bill Rolen discuss Herman Cain's presidential bid. THIRD HOUR. James recaps the media attention generated by Pat Buchanan's recent appearance with us before sharing with the audience a special recap that centers around TPC's seventh anniversary on the air.",NULL,NULL,NULL,NULL,NULL
"3615","tpc",NULL,"2011-11-05","https://www.thepoliticalcesspool.org/2011/11/",NULL,"FIRST HOUR. James Edwards broadcasts tonight from a Council of Conservative Citizens meeting in Nashville, Tennessee, while his co-host, Keith Alexander, holds down the studio in Memphis! SECOND HOUR. James addresses the continued publicity being generated by our recent interview with Pat Buchanan as Chronicles Magazine provides reinforcements. THIRD HOUR. Guest: Roan Garcia-Quintana – Political strategist Roan Garcia-Quintana joins us this hour for a wide-ranging interview.",NULL,NULL,NULL,NULL,NULL
"3616","tpc",NULL,"2011-11-12","https://www.thepoliticalcesspool.org/2011/11/",NULL,"TPC hosts James Edwards and Keith Alexander discuss the sexual harassment charges being alleged against Herman Cain before focusing on something more positive – remembering a true American hero, Davy Crockett. (We even play the song The Ballad of Davy Crockett in this segment!) We revisit Davy Crockett and Andrew Jackson before focusing on a more somber story – the Penn State fiasco. Guest: Dr. Kevin MacDonald – Kevin MacDonald is editor of The Occidental Quarterly and Professor of Psychology at California State University — Long Beach.Guest: Richard Spencer – Richard Spencer is executive editor of Alternative Right.",NULL,NULL,NULL,NULL,NULL
"3617","tpc",NULL,"2011-11-19","https://www.thepoliticalcesspool.org/2011/11/",NULL,"FIRST HOUR. TPC hosts James Edwards and Keith Alexander welcome a new listener, talk about a controversial article from Marie Claire about ""trophy wives"", and much more! SECOND HOUR. Topics addressed include: More yes, more!) fallout from Pat Buchanan's newest book, a new series on TLC called ""All-American Muslim,"" and a brother and sister denied the right to go to the same school after a School Board chairman says ""diversity is more important than family."" GUEST: Gordon Baum – Gordon is the CEO of the Council of Conservative Citizens. THIRD HOUR. James speaks from the heart about TPC fans. Other topics addressed include: Herman Cain, the NBA lockout, a 44-page White House report detailing how Obama has helped Black people, and the latest on the Occupy Wall Street ""movement.""",NULL,NULL,NULL,NULL,NULL
"3618","tpc",NULL,"2011-11-26","https://www.thepoliticalcesspool.org/2011/11/",NULL,"Hosts James Edwards and Keith Alexander share some Thanksgiving reflections before revisiting the ongoing cultural genocide at Ole Miss. Guest: Rev. Ted Pike – Rev. Pike, Director of the National Prayer Network, joins us for a riveting discussion of various issues. Topics addressed include: A reading of George Washington's Thanksgiving compilation, Chuck Baldwin for Lt. Governor of Montana, Ron Paul gains ground in Iowa, White House releases report detailing how Obama has helped African Americans.",NULL,NULL,NULL,NULL,NULL
"3619","tpc",NULL,"2011-12-03","https://www.thepoliticalcesspool.org/2011/12/",NULL,"Bill and Keith break down the past week's news. Co-hosts Bill Rolen and Keith Alexander take the reigns and steer the show while James Edwards takes a weekend off to spend time with his family! Bill Rolen goes it alone and takes calls. Guest Interview: Sam Dixon.",NULL,NULL,NULL,NULL,NULL
"3620","tpc",NULL,"2011-12-10","https://www.thepoliticalcesspool.org/2011/12/",NULL,"James Edwards and Keith Alexander double as party hosts this hour as they entertain a loyal listener who drove from St. Louis to Memphis just to join us in the studio tonight! They also even find the time to talk politics! Topics include: Welfare and political correctness in our churches. Topics include: An attack against us by CNN host Roland Martin, and NFL Quarterback Tim Tebow. Topics include: The War on Christmas, Ron Paul is banned from GOP debate by the Republican Jewish Coalition, movie review of Kevin Costner's ""Mr. Brooks,"" Gabby Giffords, and Herman Cain.",NULL,NULL,NULL,NULL,NULL
"3621","tpc",NULL,"2011-12-17","https://www.thepoliticalcesspool.org/2011/12/",NULL,"James Edwards shares with the audience a couple of moving e-mails, sent in to the show from listeners in Sweden and Georgia, respectively, as we get things kicked off this evening.Also this hour, we listen to a clip of various Republican presidential contenders grotesquely pandering to Israel at the Republican Jewish Coalition forum.Co-host Keith Alexander shares his thoughts and insight about Ron Paul. James and Keith continue to discuss the pros and cons (mostly pros!) of Ron Paul, before bringing on a guest political scientist who handicaps Pauls chances in the early primary states.Guest: William Johnson, Esq. — Bill Johnson, the Chairman of the American Third Position, rejoins us to provide a year-in-review. Technical difficulties in recording the third hour resulted in us replacing this hour with the October 22nd Pat Buchanan interview with James Edwards.",NULL,NULL,NULL,NULL,NULL
"3622","tpc",NULL,"2011-12-24","https://www.thepoliticalcesspool.org/2011/12/",NULL,"The hosting staff and production crew of The Political Cesspool Radio Program will be taking the night off on Saturday, December 24, to spend Christmas Eve with their families. We will be broadcasting last weeks show (December 17), during our regularly scheduled weekly airtime. Feel free to listen to it again via the internet or any of our affiliate stations across the country! We will resume live production on Saturday, December 31. Merry Christmas!",NULL,NULL,NULL,NULL,NULL
"3623","tpc",NULL,"2011-12-31","https://www.thepoliticalcesspool.org/2011/12/",NULL,"Anxious and eager to get back to work after taking last week off to spend Christmas Eve with family, TPC hosts James Edwards and Keith Alexander take to the airwaves tonight to bring you a very special New Years Eve broadcast! Hosts James Edwards and Bill Rolen take an in-depth look at the accusations of racism that are currently being hurled at Ron Paul. James recaps TPCs top-10 moments of 2011! Guest: Sonny Landham – Our old friend, actor Sonny Landham (Predator, 48 Hours), rejoins us on the air tonight to help send us into the New Year on a fun note! Listen as we talk to Sonny about what it was like working behind the scenes on some of the biggest action movies of the 1980s.",NULL,NULL,NULL,NULL,NULL
"3624","tpc",NULL,"2012-01-07","https://www.thepoliticalcesspool.org/2012/01/",NULL,"Hosts James Edwards and Keith Alexander talk about the tour of Memphis they gave to a listener of the show who drove into town to meet with us. A new attack on the Confederate flag is discussed, as well as a couple of other interesting items. Guest: Sam Bushman – Mr. Bushman is the owner of Liberty News Radio and host of the daily Liberty Roundtable program. He joins James this hour to discuss to fallout from the Iowa Caucuses and what it means for Ron Paul going forward.Other topics addressed this hour include: CNN pulls plug on live feed of soldier talking about voting for Ron Paul, gun sales skyrocket in America, the Mayan calendar, and the passing of Louis Andrews (1942-2011). Guest: Sonny Landham – Movie star Sonny Landham (Predator, 48 Hours), revisits TPC for the second consecutive week as the talk turns from behind-the-scenes stories from his films to brass knuckle politics! Listen as Sonny writes the prescription for the cure to Americas ills in a wide ranging and free wheeling discussion with James Edwards.",NULL,NULL,NULL,NULL,NULL
"3625","tpc",NULL,"2012-01-14","https://www.thepoliticalcesspool.org/2012/01/",NULL,"TPC hosts James Edwards and Keith Alexander tackle a loaded question from a listener in Kentucky before discussing the decline of Catholic schools and the problems with charter schools. James breaks down some of the news stories involving The Political Cesspool this week before rattling off the top 10 worst places in the world according to a leading travel guide. Guest: Sam Bushman – Mr. Bushman, host of the Liberty Roundtable Radio Program and owner of the Liberty News Radio Network is back with us for a second consecutive week to talk about the recent trends in the GOP Primaries and what it means for Ron Paul.",NULL,NULL,NULL,NULL,NULL
